,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,epoch,cosine_similarity,flipperc,train_mseloss,train_loss,train_signloss,train_acc,train_signacc,train_maximizeloss,train_csloss,train_time
0,0.6290973398504378,1.6041100252550677e-06,0.9023931962025317,1.0,12.269131898880005,0,"[0.999991774559021, 0.9999912977218628, 0.9999762177467346, 0.9999765157699585, 0.9999728202819824, 0.9999709129333496]",0,1.0008670680387393e-06,,,,,,,
1,0.5865324147139923,0.006485471967607737,0.891317246835443,1.0,9.45256519317627,1,"[0.44780218601226807, 0.4485960900783539, 0.33332130312919617, 0.3373444676399231, 0.2921793460845947, 0.272276908159256]",0,0.3762622734406839,0.008394417733373776,0.015346159458532453,0.9978993277848912,1.0,38979.07579109397,3.666634641139364,-33.615694999694824
2,0.5757528569879411,0.00206454168073833,0.8897349683544303,1.0,9.016485452651978,2,"[0.33588606119155884, 0.34149590134620667, 0.24548298120498657, 0.2496487945318222, 0.21638023853302002, 0.198581725358963]",0,1.153320229541935,0.018466453980201337,0.00815317822887387,0.9946582906530089,1.0,32.39384170073095,1.812284871344377,-32.538910150527954
3,0.5866549952497965,0.0,0.8890427215189873,1.0,9.031511783599854,3,"[0.28070902824401855, 0.289034903049469, 0.20416022837162018, 0.20867377519607544, 0.18134239315986633, 0.16505217552185059]",0,1.5523051516499928,0.020788016110162576,0.004701251412709643,0.9936179577464789,1.0,23.75213764449546,1.4479062932706825,-31.78830361366272
4,0.5813103690743446,3.3527612686157227e-08,0.8892405063291139,1.0,9.79384994506836,4,"[0.24278336763381958, 0.2529579997062683, 0.1763354390859604, 0.18116484582424164, 0.15811793506145477, 0.14283739030361176]",0,1.8241252702268536,0.023413484107593262,0.003868533163623605,0.9923975672215108,1.0,20.170490721581686,1.237198308396431,-31.86725115776062
5,0.5877433836082869,1.929700346181562e-07,0.8890427215189873,1.0,8.924530267715454,5,"[0.21319030225276947, 0.2250060886144638, 0.15485887229442596, 0.15993882715702057, 0.14030206203460693, 0.1259564310312271]",0,2.028324100485837,0.02394551391237524,0.003689277303618559,0.9926576504481434,1.0,18.128864273676953,1.0843788524290663,-32.32256031036377
6,0.5851223426340502,1.4707446780448663e-06,0.8894382911392406,1.0,9.584141731262207,6,"[0.18845051527023315, 0.20180346071720123, 0.13716758787631989, 0.14227227866649628, 0.12573468685150146, 0.1119823306798935]",0,2.188634926164654,0.0248094021119702,0.0035143426614103984,0.9917173495518566,1.0,16.79757036411808,0.9619177168523761,-35.26877236366272
7,0.5781071067233629,1.36792664306995e-06,0.8897349683544303,1.0,9.67420482635498,7,"[0.16687877476215363, 0.18155908584594727, 0.12175039947032928, 0.12698301672935486, 0.11328669637441635, 0.09974513947963715]",0,2.3177844394337046,0.026765029381354853,0.0033515512295754176,0.9914172535211268,1.0,15.860839653259356,0.8578942856929062,-33.24480962753296
8,0.5772468119482451,5.871057737749652e-07,0.8888449367088608,1.0,9.371134996414185,8,"[0.14750078320503235, 0.16340447962284088, 0.10805355757474899, 0.11314401775598526, 0.10216356068849564, 0.08893901109695435]",0,2.4236055037123596,0.027294888531982364,0.0031882059365682656,0.9907970550576184,1.0,15.168599720953674,0.7660310910239567,-33.46944832801819
9,0.5730271270569367,0.0,0.8905261075949367,1.0,9.076923847198486,9,"[0.12972219288349152, 0.14673326909542084, 0.09555438160896301, 0.10038942098617554, 0.09196673333644867, 0.07909439504146576]",0,2.5113721141131373,0.027306014769704637,0.0030297991565086434,0.9906970230473752,1.0,14.63926495785292,0.6828477163626199,-32.94803524017334
10,0.5672158639453635,4.4777991092814773e-07,0.888943829113924,1.0,9.033922672271729,10,"[0.11324945092201233, 0.1312047690153122, 0.0839042216539383, 0.08854813873767853, 0.08267465978860855, 0.06987486034631729]",0,2.584812912837186,0.028735161209228553,0.002880473318599193,0.9906370038412292,1.0,14.224324708711475,0.6061110721660179,-31.82712697982788
