,valid_loss,valid_acc,valid_time,epoch,train_loss,train_acc,train_time
0,14.146661034113244,0.10630933544303797,14.028555631637573,0,,,
1,1.6051687379426594,0.4329509493670886,10.103020906448364,1,2.1516110284990906,0.2953345070422535,-28.61982035636902
2,1.3938264710993706,0.5178995253164557,10.0167396068573,2,1.505308762249965,0.46642925736235596,-28.609985828399658
3,1.2940216668044464,0.556368670886076,9.594114542007446,3,1.3368821185315922,0.5334907170294494,-32.190572023391724
4,1.1443631913088546,0.607693829113924,9.844688415527344,4,1.2055507209939016,0.584867157490397,-27.13442587852478
5,1.0867599497867535,0.6361748417721519,9.20051908493042,5,1.1070477485504102,0.616577304737516,-26.90288543701172
6,0.9963599088825758,0.6525909810126582,9.20664119720459,6,1.0200514253061956,0.6501680537772087,-26.77225112915039
7,0.9541193458098399,0.6786985759493671,9.033380508422852,7,0.9341201029727462,0.6764764724711908,-26.759873867034912
8,0.9194509281387812,0.6923457278481012,9.025185585021973,8,0.867762924156482,0.7003040973111395,-26.744216203689575
9,0.9023418871662284,0.7027294303797469,9.021830320358276,9,0.8160101498134921,0.7200704225352113,-26.759894132614136
10,0.8797291328635397,0.7124208860759493,9.031286716461182,10,0.7638338619554547,0.7403969270166453,-26.77105140686035
11,0.8427425879466383,0.7245846518987342,9.154611825942993,11,0.7060120040491205,0.7587227912932138,-26.832967281341553
12,0.7814946914020973,0.7384295886075949,9.187995195388794,12,0.6775103763566279,0.7648847631241997,-27.00650453567505
13,0.7745968971071364,0.7433742088607594,9.042473554611206,13,0.6316781718279122,0.7815100832266325,-26.753219604492188
14,0.7558611306963088,0.7492088607594937,9.02319884300232,14,0.606930315418219,0.7892325544174136,-26.963640451431274
15,0.7617919271505331,0.7513844936708861,9.002916097640991,15,0.5974660550510075,0.7927136683738797,-26.770843267440796
16,0.7517944400823569,0.7531645569620253,9.04087233543396,16,0.5882144904625095,0.7964548655569782,-26.74928069114685
17,0.7295294483251209,0.757120253164557,9.021511316299438,17,0.570428202994807,0.7989956786171575,-26.75271987915039
18,0.7355826851687853,0.7560324367088608,9.02971363067627,18,0.5754076111942491,0.7998159411011524,-26.756666898727417
19,0.741690127909938,0.7550435126582279,9.028213024139404,19,0.5714960221329969,0.8007762483994878,-26.750755310058594
20,0.731921947832349,0.7572191455696202,9.033300876617432,20,0.5656102207345022,0.8021967029449424,-26.74548363685608
21,0.7426910396618179,0.7558346518987342,9.037251949310303,21,0.5623325450815708,0.803557138284251,-26.74739098548889
