,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,epoch,cosine_similarity,flipperc,train_mseloss,train_loss,train_signloss,train_acc,train_signacc,train_maximizeloss,train_csloss,train_time
0,0.8919860588598855,0.0,0.8964596518987342,1.0,11.375388622283936,0,"[0.9999896287918091, 0.9999893307685852, 0.999974250793457, 0.9999743103981018, 0.9999666810035706, 0.9999752044677734]",0,9.986566548529179e-07,,,,,,,
1,0.6611828992638407,1.3799220141663682e-05,0.8924050632911392,1.0,9.008790731430054,1,"[0.42114248871803284, 0.40980491042137146, 0.3240184783935547, 0.32729095220565796, 0.2500644028186798, 0.298500657081604]",0,0.37617837705622753,0.00969959377154956,0.007829395183642299,0.9967989756722151,1.0,39043.37315761356,3.576780051489035,-33.06421995162964
2,0.64696503025067,1.7754733789843158e-06,0.8907238924050633,1.0,9.272073984146118,2,"[0.3181222677230835, 0.30785295367240906, 0.2393779754638672, 0.24347729980945587, 0.17930206656455994, 0.22070370614528656]",0,1.1529005356085285,0.02116119862079773,0.004199548876664283,0.9928777208706786,1.0,32.404325504766994,1.7237929969682584,-32.58546590805054
3,0.6423879103570045,1.8436461687088013e-05,0.889932753164557,1.0,9.79594087600708,3,"[0.2681225538253784, 0.25918498635292053, 0.1996443122625351, 0.2046796977519989, 0.14697518944740295, 0.18494074046611786]",0,1.5513236507410888,0.023163877871178483,0.0040353795319137365,0.9921975032010243,1.0,23.76529997167453,1.3763137289564984,-32.47732329368591
4,0.6331685973873621,5.08725634063012e-06,0.8922072784810127,1.0,9.029352903366089,4,"[0.23383598029613495, 0.22632934153079987, 0.17282015085220337, 0.1786368191242218, 0.1254960149526596, 0.16110531985759735]",0,1.8225833833904486,0.022943693853523607,0.0038993950812778078,0.9919374199743918,1.0,20.18509541217252,1.1767898475925382,-32.37074041366577
5,0.6250877959441535,5.587935447692871e-07,0.892306170886076,1.0,9.0899076461792,5,"[0.20724619925022125, 0.20082080364227295, 0.15209771692752838, 0.1585143804550171, 0.10904254764318466, 0.14279843866825104]",0,2.0262560174346125,0.02307231504846932,0.003763039544506163,0.9916773367477593,1.0,18.14438603507419,1.0321808040676288,-32.153706312179565
6,0.622407599151889,0.0,0.8920094936708861,1.0,9.028050184249878,6,"[0.18495166301727295, 0.17973347008228302, 0.134897381067276, 0.14170145988464355, 0.09549267590045929, 0.12773923575878143]",0,2.1860651328835385,0.021928354181950285,0.0036187105351240968,0.9923575544174136,1.0,16.81393493183444,0.9162416898486861,-32.04570698738098
7,0.6186959698230405,0.0,0.891317246835443,1.0,9.081327438354492,7,"[0.16547891497612, 0.16144520044326782, 0.11998829990625381, 0.1270730346441269, 0.08372531831264496, 0.11469356715679169]",0,2.3147023038583283,0.023060829801992935,0.00347480979222189,0.9921975032010243,1.0,15.878101063140987,0.8176324949832335,-31.761518478393555
8,0.6166247199230557,2.0500272512435913e-05,0.8919106012658228,1.0,9.331066846847534,8,"[0.14801044762134552, 0.14508460462093353, 0.10667630285024643, 0.11384031176567078, 0.07329016923904419, 0.1030152216553688]",0,2.420007824439856,0.022160018628484615,0.0033214785454964094,0.9925576184379001,1.0,15.186894093219205,0.7305645597728968,-31.757290840148926
9,0.6052390389804598,0.0,0.8909216772151899,1.0,9.474700689315796,9,"[0.1321876496076584, 0.13007645308971405, 0.09441297501325607, 0.10180279612541199, 0.06387723982334137, 0.09233783930540085]",0,2.5072010982967674,0.02455978697492585,0.003186901898937784,0.9917373559539052,1.0,14.658900544219073,0.6518527436500627,-31.959218740463257
10,0.6119617004937763,0.0,0.8927017405063291,1.0,9.07547402381897,10,"[0.11732606589794159, 0.11603832244873047, 0.08294836431741714, 0.09059055149555206, 0.05491141602396965, 0.08257554471492767]",0,2.5800862275684078,0.020914219987606116,0.0030633462616808894,0.9928377080665813,1.0,14.245249849580771,0.579219035699334,-31.77141261100769
11,0.6058369090285483,0.0,0.8919106012658228,1.0,9.231298208236694,11,"[0.10334322601556778, 0.10289258509874344, 0.07223287969827652, 0.07993961125612259, 0.046663668006658554, 0.07317952066659927]",0,2.641476506002429,0.023763414524810414,0.002942669873749515,0.9915372919334187,1.0,13.914784127405145,0.5110830598619317,-34.486494302749634
12,0.5970575888700123,0.0,0.8931962025316456,1.0,9.286833047866821,12,"[0.0901232436299324, 0.09045868366956711, 0.061966799199581146, 0.06980443000793457, 0.03871108219027519, 0.06426776200532913]",0,2.6934337991453163,0.02414193354957235,0.0028252639064252874,0.9920174455825864,1.0,13.646988508490686,0.4466778576831964,-32.378846168518066
13,0.5998188804222059,0.0,0.8927017405063291,1.0,9.156301498413086,13,"[0.07756466418504715, 0.07847581803798676, 0.05216502025723457, 0.05998426303267479, 0.03107360005378723, 0.055897053331136703]",0,2.7376833661112374,0.022638489376567542,0.002711934357089743,0.9923975672215108,1.0,13.42708686432979,0.3851498773705486,-32.09829807281494
14,0.603039108499696,6.7859887167287525e-06,0.8932950949367089,1.0,9.082063674926758,14,"[0.06555728614330292, 0.06713484227657318, 0.042742520570755005, 0.05056435987353325, 0.023823456838726997, 0.04773798584938049]",0,2.7754796253429026,0.02448270741311139,0.002608036342769785,0.9914772727272727,1.0,13.24488778792026,0.3261836688970329,-32.20891189575195
15,0.5986458598812924,0.0,0.8924050632911392,1.0,9.164859771728516,15,"[0.05397418141365051, 0.05589546635746956, 0.033574219793081284, 0.041439492255449295, 0.01669786311686039, 0.039907898753881454]",0,2.807879254088359,0.023233481772272597,0.002512454113084704,0.9923375480153649,1.0,13.092706890325998,0.2694409354548143,-32.08159017562866
16,0.5935080302289769,3.9339067825494567e-07,0.8930973101265823,1.0,9.228193044662476,16,"[0.0427573025226593, 0.045161910355091095, 0.02466031163930893, 0.03248181566596031, 0.009781585074961185, 0.03211689740419388]",0,2.835839135393443,0.02482267427669597,0.002421968980249919,0.9915572983354674,1.0,12.964288527162676,0.21409991387368468,-32.03705859184265
17,0.5991603907527803,4.4450162022258155e-06,0.892306170886076,1.0,9.071613788604736,17,"[0.031921498477458954, 0.03458573296666145, 0.015913164243102074, 0.023771611973643303, 0.0029172906652092934, 0.02470325492322445]",0,2.8599683633992368,0.023951516757396058,0.002334383745330759,0.9918373879641486,1.0,12.855522459814093,0.16036883351439551,-32.42043352127075
18,0.5900303721427917,6.53192410027259e-06,0.8917128164556962,1.0,9.102131843566895,18,"[0.0213844683021307, 0.024447515606880188, 0.007356763817369938, 0.015202490612864494, -0.0036973822861909866, 0.01725071296095848]",0,2.8809129544623224,0.02570044099044403,0.0022703159398371866,0.991577304737516,1.0,12.762667651060449,0.10784959871317147,-32.14165782928467
19,0.5913983300516877,0.0,0.8927017405063291,1.0,9.205487489700317,19,"[0.01095775980502367, 0.014695755206048489, -0.0010350878583267331, 0.006797938607633114, -0.010212204419076443, 0.01000248920172453]",0,2.8991258232907966,0.02659820850161065,0.002199147751306812,0.9906970230473752,1.0,12.683029520374253,0.056456719242541954,-33.0461905002594
20,0.5950517437503308,3.5114587717544055e-06,0.8919106012658228,1.0,9.209675788879395,20,"[0.0008019708329811692, 0.004951007664203644, -0.00929953996092081, -0.0014690265525132418, -0.016606876626610756, 0.002795551670715213]",0,2.915036731126519,0.025325034333633856,0.002145013531965708,0.9914372599231754,1.0,12.614362678820894,0.0061295348751417116,-32.05463266372681
21,0.587740663486191,0.0,0.892306170886076,1.0,9.155211210250854,21,"[-0.00900023989379406, -0.004642235115170479, -0.017398487776517868, -0.009725148789584637, -0.023027075454592705, -0.004257164895534515]",0,2.929017335596219,0.026574206799650314,0.0020861682725328567,0.9914972791293214,1.0,12.554684029651208,-0.04351149451001887,-32.09506893157959
22,0.5865845299219783,3.9227306842803955e-06,0.8911194620253164,1.0,9.003173589706421,22,"[-0.018694594502449036, -0.014049268327653408, -0.02547319605946541, -0.017795296385884285, -0.029336953535676003, -0.011181162670254707]",0,2.94131451288045,0.025622452648592666,0.002025294508164923,0.9913972471190781,1.0,12.502689625328543,-0.09230742945065114,-32.05780243873596
23,0.5969083190341539,4.014372734673088e-06,0.892306170886076,1.0,9.133995532989502,23,"[-0.028314951807260513, -0.023220760747790337, -0.03351973369717598, -0.025726033374667168, -0.035608794540166855, -0.018041346222162247]",0,2.952211635213503,0.026910914363346698,0.0019882985831342075,0.9913172215108835,1.0,12.45704164272997,-0.1404960054174428,-32.12316679954529
24,0.5851158473310591,1.540854646009393e-05,0.8925039556962026,1.0,9.136794328689575,24,"[-0.037614256143569946, -0.03222954645752907, -0.04143916070461273, -0.033647894859313965, -0.04179105535149574, -0.02496238239109516]",0,2.9618781608137064,0.026099215172202577,0.0019504872908536702,0.9912772087067862,1.0,12.416819816667505,-0.18807517240126825,-32.13973522186279
25,0.5847540588318547,1.8924474716186523e-06,0.8914161392405063,1.0,9.06218671798706,25,"[-0.04675966128706932, -0.041289109736680984, -0.04925989732146263, -0.04152752831578255, -0.047831062227487564, -0.03175448626279831]",0,2.9704980267147403,0.02728909520711392,0.0019106569195526358,0.9908970870678617,1.0,12.381221674773819,-0.23500989873568012,-31.99094820022583
26,0.5816452918173391,0.0,0.8919106012658228,1.0,9.07577633857727,26,"[-0.05588270723819733, -0.050048962235450745, -0.05702316388487816, -0.04932883009314537, -0.05386804789304733, -0.03853946179151535]",0,2.978263139419458,0.027116211415024023,0.0018707487932507726,0.990997119078105,1.0,12.349393567416183,-0.2815721649366518,-32.19687867164612
27,0.5903779490839077,7.6085329965280835e-06,0.8921083860759493,1.0,9.12122368812561,27,"[-0.06483989208936691, -0.05865325406193733, -0.06479599326848984, -0.05702735856175423, -0.05995665490627289, -0.04519844055175781]",0,2.98526077936004,0.026797751902045728,0.0018447810735090823,0.9910371318822023,1.0,12.320859865098237,-0.3276954538614588,-31.935760021209717
