,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,attack_rep
0,0.8783846814421159,0.0,0.8968552215189873,1.0,16.66402244567871,0
1,9.765044502065152,12.40976333618164,0.10166139240506329,0.6545139153798428,9.96753478050232,0
2,14.898184776306152,11.123348236083984,0.10007911392405064,0.680989583333334,9.006582498550415,1
3,10.936643745325789,9.164922714233398,0.15239319620253164,0.7465278307596834,9.000953674316406,2
4,6.5950621230692805,10.826480865478516,0.09009098101265822,0.7356770833333341,8.993125200271606,3
5,22.95466140553921,14.206942558288574,0.10739715189873418,0.6284722487131749,8.98860216140747,4
6,9.74615117568004,8.6258544921875,0.1319224683544304,0.7504340807596834,9.017711639404297,5
7,7.416723106480852,10.189410209655762,0.11669303797468354,0.6657986243565884,9.011600017547607,6
8,12.311950707737404,19.05791664123535,0.12183544303797468,0.5390625,10.12549114227295,7
9,13.884640488443495,9.998603820800781,0.10660601265822785,0.686197916666666,9.788439750671387,8
10,9.720080641251576,16.688135147094727,0.10729825949367089,0.609375,9.34733271598816,9
