,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,epoch,cosine_similarity,flipperc,train_mseloss,train_loss,train_signloss,train_acc,train_signacc,train_maximizeloss,train_csloss,train_time
0,0.8666464882560924,0.0,0.8973496835443038,1.0,11.40232253074646,0,"[0.9999906420707703, 0.9999911189079285, 0.9999734163284302, 0.99997478723526, 0.9999723434448242, 0.9999722838401794]",0,9.90719854598865e-07,,,,,,,
1,0.6554859752141977,1.1807680493802764e-05,0.8878560126582279,1.0,9.29432487487793,1,"[0.422586590051651, 0.42731210589408875, 0.3086327612400055, 0.318899542093277, 0.28295502066612244, 0.2911593019962311]",0,0.3762154035529602,0.013754478375524015,0.005107743276829298,0.995878681177977,1.0,39266.25955181634,3.604033721699147,-33.271087646484375
2,0.6323834404915194,0.0,0.8907238924050633,1.0,8.94076657295227,2,"[0.31382444500923157, 0.3214614987373352, 0.22343400120735168, 0.23485064506530762, 0.20605289936065674, 0.21779794991016388]",0,1.153029945839993,0.022808901941768645,0.004199424217766325,0.9919574263764405,1.0,32.40089226745918,1.7376753937419642,-31.86822748184204
3,0.6297192090674292,2.7194619178771973e-07,0.8920094936708861,1.0,8.992489099502563,3,"[0.2605624198913574, 0.2708059549331665, 0.18373557925224304, 0.19553935527801514, 0.17070192098617554, 0.18407578766345978]",0,1.5517601682953583,0.021757700374390496,0.004010510385255884,0.9923775608194623,1.0,23.75894072480147,1.3813123464889625,-31.843837022781372
4,0.6168331937699378,0.0,0.8934928797468354,1.0,8.983842611312866,4,"[0.2240513414144516, 0.23636409640312195, 0.1569383293390274, 0.16915713250637054, 0.1470171958208084, 0.1615220606327057]",0,1.8234204879643516,0.021824853077397302,0.0038153505037454042,0.9927176696542894,1.0,20.176525584866845,1.1759929921043972,-31.65371608734131
5,0.6088399958761432,5.488842816703254e-06,0.8930973101265823,1.0,8.968697309494019,5,"[0.19558802247047424, 0.20972049236297607, 0.13628020882606506, 0.14885856211185455, 0.128888800740242, 0.14422231912612915]",0,2.027501592257569,0.021873614818773562,0.003629714364744007,0.9926176376440461,1.0,18.13434102867996,1.0270504901870112,-31.691104888916016
6,0.6023316545576989,0.0,0.8939873417721519,1.0,8.901192903518677,6,"[0.17184878885746002, 0.187678262591362, 0.11921536922454834, 0.13196133077144623, 0.11385775357484818, 0.12999534606933594]",0,2.1876991079039825,0.021586059942059265,0.0034493326633410213,0.9930777848911652,1.0,16.802826809364152,0.9076486277213933,-32.15124845504761
7,0.5990071277829665,6.160140401334502e-06,0.8919106012658228,1.0,10.297094106674194,7,"[0.1511310338973999, 0.16852302849292755, 0.10439237952232361, 0.11730992048978806, 0.10094670951366425, 0.11757194995880127]",0,2.3166926319254193,0.022631206305246804,0.0032719899509722193,0.9923775608194623,1.0,15.866249241993765,0.806303723444554,-31.227715969085693
8,0.5890369666150853,3.159046286782541e-07,0.8930973101265823,1.0,9.253861904144287,8,"[0.13245873153209686, 0.15150021016597748, 0.09114039689302444, 0.10422215610742569, 0.08938334137201309, 0.10658316314220428]",0,2.4223432717952167,0.023013988488309666,0.0031041429913513333,0.9921174775928298,1.0,15.174369390734332,0.7169285925646598,-32.35306119918823
9,0.5911494053994553,1.1298805475234985e-05,0.8928006329113924,1.0,9.0084867477417,9,"[0.115521140396595, 0.13574279844760895, 0.07895972579717636, 0.09222494065761566, 0.07873032987117767, 0.09656364470720291]",0,2.509919694688042,0.023108355123812045,0.002965209788312508,0.9923175416133163,1.0,14.645517409076763,0.6359968663940967,-31.56722664833069
