train_acc,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc,valid_loss,valid_time
36.831786171574905,1.9752817924746173,0.0,0.0,34.67001938819885,50.89,1.3513613578796386,6.71589207649231
53.0729833546735,1.29746491006944,0.0,0.0,29.081353425979614,60.45,1.1412608629226684,6.261209964752197
61.56770166453265,1.0786318674435535,0.0,0.0,29.4764666557312,67.47,0.92055674161911,6.3113696575164795
67.58962868117797,0.9175002690161389,0.0,0.0,31.12394690513611,64.71,1.0396505393981934,6.49013614654541
71.83298655569783,0.8102191988087799,0.0,0.0,29.17115092277527,71.63,0.8224011182785034,6.436375617980957
74.80793854033291,0.723837567657881,0.0,0.0,29.17377543449402,74.2,0.764998254776001,6.457194089889526
76.99863956466069,0.6607598663521179,0.0,0.0,29.188576698303223,75.67,0.7074820165634155,6.444581508636475
78.9032490396927,0.6059050460402089,0.0,0.0,29.15097737312317,77.34,0.6717883354187012,6.4290101528167725
80.41373239436619,0.5588817932236363,0.0,0.0,29.301289081573486,79.37,0.606816494846344,6.5070459842681885
81.88820422535211,0.5248484912396393,0.0,0.0,29.146804332733154,78.58,0.6211871776580811,6.457574844360352
82.97055057618438,0.48785955238510187,0.0,0.0,28.98352813720703,80.78,0.5664202014923095,6.440454006195068
83.79881562099872,0.46059157017251134,0.0,0.0,29.286027431488037,80.78,0.5663572758674622,6.539567232131958
85.14924775928297,0.42918571095231556,0.0,0.0,29.649033546447754,82.68,0.5208423333644867,6.529029846191406
85.94150128040972,0.40657355742249995,0.0,0.0,29.362996816635132,82.8,0.5129393187999726,6.662969350814819
86.74575864276568,0.3819368096609885,0.0,0.0,29.36599063873291,83.1,0.5271789361476898,6.813148736953735
87.51200384122919,0.36047897731143597,0.0,0.0,29.344359397888184,83.15,0.5258827213287354,6.729995250701904
88.02416773367477,0.3442288057714052,0.0,0.0,29.474266290664673,84.4,0.47032107820510866,6.438510894775391
88.7083866837388,0.3199629151046505,0.0,0.0,28.99413752555847,83.91,0.5157206631660461,6.602921724319458
89.48463508322664,0.30170736850147517,0.0,0.0,29.204757928848267,83.84,0.5043601842880249,6.408099412918091
90.05081626120358,0.2877249149045169,0.0,0.0,29.092177391052246,84.85,0.4751736068725586,6.527656316757202
90.49095710627401,0.2714916786391207,0.0,0.0,29.16096067428589,84.71,0.5017094025611878,6.455664396286011
90.92309539052496,0.25928522161805523,0.0,0.0,29.40596318244934,85.25,0.4621342221260071,6.430211067199707
91.56330025608194,0.24053211512566375,0.0,0.0,29.182636976242065,84.98,0.4893162992477417,6.586071968078613
91.81137964148527,0.23509538177491454,0.0,0.0,29.51099419593811,84.28,0.5410423619270325,6.757057189941406
92.11547695262485,0.22095055806613914,0.0,0.0,29.37160611152649,84.71,0.5244444993495941,6.407963275909424
92.75568181818181,0.20680658033692426,0.0,0.0,29.41929268836975,85.13,0.5179452408790588,6.408777236938477
93.09779129321383,0.19830038025975227,0.0,0.0,29.011891841888428,86.54,0.47461157841682433,6.4032204151153564
93.31185979513444,0.18837150375188236,0.0,0.0,29.33977770805359,85.25,0.5045388350486756,6.651854038238525
93.6979833546735,0.18121559308333832,0.0,0.0,29.404072761535645,86.33,0.474390939617157,6.837689161300659
94.00808258642766,0.17021270554212237,0.0,0.0,29.3997585773468,86.91,0.4805490236282349,6.425290107727051
94.19614276568502,0.16364589211901842,0.0,0.0,29.13480234146118,85.11,0.5506124248504639,6.423737049102783
94.464228553137,0.15384321368362625,0.0,0.0,29.07043480873108,85.97,0.5059477290153503,6.526944637298584
94.92237516005122,0.1474228492018584,0.0,0.0,29.200633764266968,86.42,0.5064328948020935,6.427098989486694
95.10643405889884,0.1398604476774319,0.0,0.0,29.05441665649414,86.27,0.5207989552497864,7.5581865310668945
95.14444622279129,0.1365367652330829,0.0,0.0,29.200342178344727,86.34,0.5251882652282714,6.4185285568237305
95.60059218950065,0.1273040310998427,0.0,0.0,28.977397680282593,85.45,0.5728909586906433,6.440714597702026
95.68261843790013,0.12480101726767959,0.0,0.0,28.98801875114441,86.33,0.5343386275291443,6.455174922943115
96.026728553137,0.11367811451972523,0.0,0.0,29.164470195770264,86.34,0.5605690074920654,6.443253755569458
95.98871638924456,0.11503561775983524,0.0,0.0,29.360969305038452,86.12,0.5530091527938843,6.906508207321167
96.10475352112677,0.11015836185705341,0.0,0.0,30.56190800666809,86.34,0.547577045917511,6.87362265586853
96.17477592829705,0.10678057838112077,0.0,0.0,30.258042097091675,86.66,0.5421339980125427,6.744825124740601
96.3928457106274,0.10313506906663715,0.0,0.0,30.11091113090515,86.53,0.554982890510559,7.1448938846588135
96.45886683738796,0.10171394753204265,0.0,0.0,30.136688709259033,87.44,0.5227529608726501,7.2955121994018555
96.8689980793854,0.09089687011096145,0.0,0.0,31.14119791984558,86.64,0.5584735184669495,7.259835958480835
96.90100832266326,0.09040338434899052,0.0,0.0,31.17365050315857,86.98,0.545203804397583,7.056132078170776
96.78096991037133,0.09223130312432247,0.0,0.0,30.997889518737793,87.11,0.535916959476471,7.4271440505981445
97.09707106274007,0.0821713615595226,0.0,0.0,31.211547374725342,87.01,0.5819541188240052,7.413178205490112
97.12908130601792,0.08452525388129847,0.0,0.0,31.133386611938477,87.54,0.5439705315589904,7.294495582580566
97.21510883482715,0.07946612964003859,0.0,0.0,30.709965467453003,85.96,0.6067528115272522,7.496954679489136
97.18109795134443,0.08179069730177732,0.0,0.0,31.170318841934204,87.5,0.531875728225708,7.470730781555176
97.46518886043533,0.07212437609647056,0.0,0.0,31.062320232391357,87.04,0.5721355331420899,7.181117057800293
97.45718629961587,0.07410532156441947,0.0,0.0,30.87394094467163,87.33,0.5548081307411193,7.518796443939209
97.56922215108835,0.06998108477163559,0.0,0.0,30.672670364379883,87.41,0.5632003992080689,7.344951152801514
97.64924775928297,0.06819894416651255,0.0,0.0,29.3504798412323,87.3,0.5598781916618347,6.459060192108154
97.6652528809219,0.06902184465687804,0.0,0.0,29.15671944618225,87.19,0.608244622516632,6.445042371749878
97.59122919334187,0.06944218862720702,0.0,0.0,29.191497087478638,86.87,0.6212921901702881,6.43207573890686
97.67325544174136,0.06846315049770242,0.0,0.0,29.194173097610474,87.92,0.545447389125824,6.415022611618042
97.87732074263765,0.06250622808437188,0.0,0.0,29.00527572631836,87.35,0.5937105812072754,6.406456470489502
97.85931498079385,0.06295771130316541,0.0,0.0,30.488359928131104,87.82,0.5529722482681274,6.5269858837127686
98.00136043533931,0.059584102642253785,0.0,0.0,29.18976330757141,88.19,0.5466697105407715,6.660654067993164
97.91333226632523,0.05900169258863306,0.0,0.0,28.949066638946533,86.56,0.6462721446990967,6.438377618789673
98.0133642765685,0.0571401900207569,0.0,0.0,28.983541250228882,86.66,0.6326542211532593,6.427926778793335
97.9153329065301,0.06240811702174048,0.0,0.0,28.98894500732422,87.53,0.5797852262496949,6.44163179397583
97.9733514724712,0.05750879438334024,0.0,0.0,28.9808509349823,87.78,0.5758653017044068,6.442898750305176
98.09739116517285,0.05578950673303592,0.0,0.0,29.241440534591675,86.46,0.5915555488586426,6.384466648101807
98.09739116517285,0.05676220760474437,0.0,0.0,28.980724334716797,87.97,0.5618381423950195,6.466187238693237
98.12540012804098,0.055608009029938225,0.0,0.0,29.142584323883057,87.46,0.6039352474212647,6.4308762550354
98.19742317541613,0.0534726446124793,0.0,0.0,28.981828689575195,87.32,0.598615161705017,6.425971984863281
98.11739756722152,0.0552041921168375,0.0,0.0,29.184738397598267,87.52,0.5866878235816956,6.443781852722168
98.24743918053777,0.05041178314923935,0.0,0.0,28.988306522369385,86.72,0.6141364893913269,6.417671203613281
98.22943341869399,0.0501090398442272,0.0,0.0,28.985522985458374,87.66,0.627996771812439,6.44282603263855
98.20342509603073,0.05131049153231628,0.0,0.0,29.018877267837524,87.25,0.6227935480117798,6.390296936035156
98.41149167733674,0.047857916638464996,0.0,0.0,29.15861201286316,88.21,0.5925073019981384,6.445986747741699
98.25544174135723,0.05054586229037384,0.0,0.0,29.14934539794922,87.49,0.6045820192813873,6.434239625930786
98.37748079385403,0.04718333677831136,0.0,0.0,28.98588275909424,86.68,0.6347397924423218,6.830721616744995
98.48151408450704,0.04472352690737165,0.0,0.0,28.966750860214233,87.5,0.6071811993598938,6.422041893005371
98.18942061459667,0.05260058242479451,0.0,0.0,28.987067222595215,88.05,0.5816625066757202,6.416612148284912
98.19542253521126,0.050719092858814555,0.0,0.0,28.990499019622803,87.19,0.5805595496177673,6.42034125328064
98.13740396927017,0.05283999199312414,0.0,0.0,29.166206121444702,88.23,0.5682471351623535,6.453134059906006
