,valid_loss,valid_signloss,valid_acc,valid_signacc,valid_time,attack_rep
0,0.6205576571482646,0.0,0.9030854430379747,1.0,10.711105585098267,0
1,6.669486963296238,12.555750846862793,0.11570411392405064,0.5881076653798425,9.71034836769104,0
2,13.227431719816185,14.428451538085938,0.10096914556962025,0.5868055820465088,9.173305988311768,1
3,38.24464247498331,9.240962028503418,0.10027689873417721,0.7109375,9.195680856704712,2
4,3.226034433026857,9.848175048828125,0.10235363924050633,0.6362847487131749,9.200607776641846,3
5,4.794159521030474,14.213102340698242,0.11184731012658228,0.54296875,9.211539268493652,4
6,6.78757251667071,12.941537857055664,0.10551819620253164,0.6467014153798427,9.220571756362915,5
7,4.813429494447346,10.34279727935791,0.12143987341772151,0.6393229166666661,9.17776370048523,6
8,2.436987544916853,5.666583061218262,0.1350870253164557,0.7734375,9.234821081161499,7
9,3.154636295535896,10.047618865966797,0.1361748417721519,0.6345486243565883,9.18563723564148,8
10,4.499663820749597,9.468694686889648,0.10541930379746836,0.6918403307596835,9.211359977722168,9
