train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_features.4,valid_s_private_features.5,valid_s_private_features.6,valid_time_private,valid_time_public,valid_total_acc
88.91045134443021,91.29521446862996,0.5643919357951258,1.0,3.45242874417454,49.427141427993774,82.58,85.68,0.5029617973327637,0.48495337381362913,1.0,1.0,1.0,6.517699241638184,6.375337362289429,84.13
89.51064340588988,91.92341549295774,0.53622194851788,1.0,3.5477753467857838,49.43383049964905,77.46,84.98,0.6316361500740051,0.48605103931427,1.0,1.0,1.0,6.528724908828735,6.503105401992798,81.22
89.97079065300896,92.13948463508322,0.5111369141848536,1.0,3.6401032637804747,49.67520809173584,79.85,84.48,0.5987521507263184,0.5608902793884277,1.0,1.0,1.0,6.899605751037598,7.146005868911743,82.16499999999999
90.23087387964148,92.45758642765685,0.49453317601992136,1.0,3.7558374712243676,49.73349595069885,82.33,85.01,0.5339103446483612,0.5128749312400818,1.0,1.0,1.0,6.49756646156311,6.436475038528442,83.67
90.56298015364916,92.98975672215109,0.46803716561553116,1.0,3.832241185475141,49.498337507247925,79.68,85.5,0.6224975542068482,0.5068979202270508,1.0,1.0,1.0,6.52666163444519,6.471996307373047,82.59
91.0551376440461,93.36987836107555,0.4477601487203841,1.0,3.888126688078046,49.481672048568726,79.82,86.7,0.6145595541000366,0.45066472148895265,1.0,1.0,1.0,6.526620149612427,6.498966693878174,83.25999999999999
91.42925736235595,93.77800896286811,0.42617540906699763,1.0,4.015408949460834,49.48975992202759,81.96,85.83,0.5519340512275696,0.4947336311340332,1.0,1.0,1.0,6.522601366043091,6.480785846710205,83.895
91.69134122919334,93.79801536491678,0.4124609763697076,1.0,4.085235750768334,49.909393310546875,82.32,86.2,0.5693480622291565,0.46325314817428587,1.0,1.0,1.0,6.525814533233643,6.468997001647949,84.25999999999999
91.77936939820742,94.1621318822023,0.3977439194469308,1.0,4.1972337532788515,49.68449664115906,81.76,85.91,0.584437461566925,0.4845907117843628,1.0,1.0,1.0,6.524120092391968,6.470057964324951,83.83500000000001
92.05345710627401,94.46022727272727,0.3836449759030922,1.0,4.297857328783721,49.62294363975525,84.96,85.58,0.4842626569747925,0.5160065141677856,1.0,1.0,1.0,6.52951717376709,6.540436267852783,85.27
92.36555697823303,94.54425416133162,0.3733743829569194,1.0,4.327598823234439,49.517756938934326,83.09,86.38,0.5831112699508667,0.47849517974853517,1.0,1.0,1.0,6.696556091308594,6.855059623718262,84.735
92.78769206145967,95.04841549295774,0.3498657812554003,1.0,4.411064367741346,49.49090600013733,82.01,84.05,0.6483736371994019,0.5677035906791686,1.0,1.0,1.0,6.908626079559326,6.486001014709473,83.03
93.04377400768246,95.03040973111396,0.3358993907953957,1.0,4.501855642069131,49.483062982559204,82.06,86.29,0.6596379787445068,0.48123271560668945,1.0,1.0,1.0,6.516342639923096,6.491106986999512,84.17500000000001
93.20382522407171,95.5445742637644,0.31922599003577506,1.0,4.568185712676495,49.503164291381836,85.33,85.19,0.5058736388206482,0.5150929433822632,1.0,1.0,1.0,6.516162157058716,6.4874351024627686,85.25999999999999
93.42989756722152,95.5445742637644,0.3133498546208294,1.0,4.62670152913779,49.48851799964905,86.27,85.23,0.5266379472732544,0.5512086627960205,1.0,1.0,1.0,6.529003620147705,6.47741961479187,85.75
93.6979833546735,95.83266645326505,0.2993925953147964,1.0,4.6642516371794045,49.466617584228516,86.77,87.25,0.4836704923629761,0.4538170707702637,1.0,1.0,1.0,6.518311262130737,6.483102321624756,87.00999999999999
93.92805697823303,95.86667733674776,0.292595517515144,1.0,4.714137418661267,49.46387958526611,85.15,84.65,0.5538986283302307,0.5658131353378296,1.0,1.0,1.0,6.534996271133423,6.468804359436035,84.9
93.96406850192062,96.08074583866838,0.283349069710654,1.0,4.754974702373147,49.471559286117554,86.77,85.55,0.5192036838531494,0.5218484708786011,1.0,1.0,1.0,6.515172004699707,6.497721433639526,86.16
94.25816261203585,96.29881562099872,0.26677512653200636,1.0,4.821138601284474,49.68706822395325,85.32,86.11,0.5919808557510376,0.4762802975654602,1.0,1.0,1.0,6.5193517208099365,6.49189829826355,85.715
94.33418693982074,96.2708066581306,0.26518645694195536,1.0,4.877294016070664,49.553200006484985,86.53,85.49,0.5378684226989746,0.5110849723815918,1.0,1.0,1.0,6.531564950942993,6.419085502624512,86.00999999999999
94.73231434058899,96.47087067861716,0.2542135410449645,1.0,4.943226429633796,49.47377681732178,85.6,86.05,0.5754129611968994,0.5120252634048462,1.0,1.0,1.0,6.518293619155884,6.491204023361206,85.82499999999999
94.73231434058899,96.56890204865557,0.24952652818128637,1.0,5.001839322037995,49.4636709690094,86.88,85.53,0.5555094957351685,0.5149225152015686,1.0,1.0,1.0,6.5212013721466064,6.500561237335205,86.205
94.87636043533931,96.70894686299616,0.23942422453271137,1.0,5.07665706332773,49.48606848716736,86.37,85.78,0.61719107837677,0.5084033416748047,1.0,1.0,1.0,6.544571161270142,6.487149000167847,86.075
94.92837708066581,96.84699103713189,0.23261008000003697,1.0,5.137623036745936,49.468804597854614,86.85,86.86,0.56363795337677,0.4773046060562134,1.0,1.0,1.0,6.700000762939453,6.491976261138916,86.85499999999999
95.01840588988476,96.74295774647888,0.23528156580734955,1.0,5.174359910655767,49.47266387939453,86.38,86.56,0.5736072023391724,0.4681397973060608,1.0,1.0,1.0,6.52021050453186,6.504966497421265,86.47
95.23047375160051,97.14708706786172,0.22034664514084631,1.0,5.223628266248852,49.47819399833679,86.79,85.55,0.5515538198471069,0.5047607032775879,1.0,1.0,1.0,6.678553104400635,6.5398077964782715,86.17
95.62459987195902,97.2931338028169,0.205634953914432,1.0,5.253440183121711,49.469051122665405,86.21,85.85,0.6465039646148681,0.5012517766952514,1.0,1.0,1.0,6.527751207351685,6.5226311683654785,86.03
95.43053777208706,96.90500960307298,0.21296305469834698,1.0,5.295348769519478,49.51303768157959,86.47,85.68,0.6539704950332642,0.5142069302558899,1.0,1.0,1.0,6.523593187332153,6.443673133850098,86.075
95.63460307298335,97.27912932138284,0.20021382717847366,1.0,5.338564703240991,49.8943076133728,85.97,85.51,0.6792919300079345,0.527396766281128,1.0,1.0,1.0,6.509649038314819,6.491365432739258,85.74000000000001
95.74863956466069,97.35115236875801,0.2022870561673226,1.0,5.34127965150401,49.478567600250244,86.14,86.13,0.6619517989158631,0.4739155540466309,1.0,1.0,1.0,6.518155097961426,6.506548881530762,86.13499999999999
95.73463508322664,97.51720550576185,0.19616056421578465,1.0,5.351181839592755,49.474721908569336,87.0,85.86,0.590049095916748,0.4896233504295349,1.0,1.0,1.0,6.51321268081665,6.506706476211548,86.43
95.70462548015365,97.35115236875801,0.2026785049783054,1.0,5.395108718890697,49.46449875831604,85.92,83.24,0.6754198980331421,0.6079087809562683,1.0,1.0,1.0,6.52409029006958,6.511127710342407,84.58
95.98871638924456,97.59923175416134,0.18150228934503243,1.0,5.433434613514692,49.27099394798279,85.16,83.32,0.6973456296920776,0.5815992134094238,1.0,1.0,1.0,6.529470443725586,6.893824338912964,84.24
96.09274967989757,97.61123559539053,0.18105408024143013,1.0,5.461695612408221,49.51516938209534,86.86,84.55,0.6329701445579529,0.5339175538063049,1.0,1.0,1.0,6.512582778930664,6.475797653198242,85.705
96.32082266325224,97.68125800256082,0.17094655486155258,1.0,5.492264302447438,49.48486518859863,87.1,85.03,0.6096765506744385,0.5553260699272156,1.0,1.0,1.0,6.518061637878418,6.504957675933838,86.065
96.40885083226632,97.72127080665813,0.16852657511715852,1.0,5.536258892621845,49.28897142410278,86.72,84.17,0.699765654373169,0.5749213199615478,1.0,1.0,1.0,6.684107780456543,6.537698745727539,85.445
96.22879321382842,97.86131562099872,0.16723122536449211,1.0,5.545254633296281,49.35524940490723,87.28,85.67,0.7271122217178345,0.5265733699798584,1.0,1.0,1.0,6.507738351821899,6.616532325744629,86.475
96.23679577464789,97.70726632522407,0.17280586998761846,1.0,5.564180962275714,49.489906549453735,84.96,85.01,0.7818694034576416,0.516880459022522,1.0,1.0,1.0,6.52584433555603,6.478184938430786,84.985
96.3168213828425,97.90532970550576,0.16791338128217814,1.0,5.586486808490008,49.28546738624573,87.02,85.43,0.6418931232452393,0.5127829914093017,1.0,1.0,1.0,6.523021221160889,6.504906177520752,86.225
96.56490076824583,97.98935659411012,0.15736826740100351,1.0,5.599352327175438,49.45777416229248,86.28,86.04,0.7296444508552551,0.49038260011672974,1.0,1.0,1.0,6.521478176116943,6.519923210144043,86.16
96.6889404609475,97.93533930857875,0.15452920235264164,1.0,5.595422579906881,49.29171848297119,86.76,84.37,0.7324160368919372,0.5285413683891297,1.0,1.0,1.0,6.5205395221710205,6.493659734725952,85.565
96.72895326504481,97.9673495518566,0.15378266124581863,1.0,5.610088135115802,49.300225257873535,87.54,83.33,0.7110155225753784,0.6100545981407165,1.0,1.0,1.0,6.521682024002075,6.481673955917358,85.435
97.00504161331627,98.11939820742637,0.14062866909136082,1.0,5.5916370819322765,49.45912265777588,85.5,84.87,0.8350310707092286,0.5119092267990112,1.0,1.0,1.0,6.5540454387664795,6.510124444961548,85.185
96.81097951344431,98.01136363636364,0.14739083855027732,1.0,5.564811921212822,49.44732213020325,86.0,81.08,0.7023599805831909,0.7081704597473144,1.0,1.0,1.0,6.518513917922974,6.510832786560059,83.53999999999999
96.8169814340589,98.13340268886043,0.1457708609957014,1.0,5.57942130882293,49.28262805938721,87.5,81.94,0.7098986771583558,0.705316745376587,1.0,1.0,1.0,6.533066749572754,6.500682353973389,84.72
96.81898207426376,98.05537772087068,0.14669759932633553,1.0,5.572875062003732,49.51568865776062,87.1,81.56,0.7677637912750244,0.6723584135055543,1.0,1.0,1.0,6.530402898788452,6.459618806838989,84.33
96.98903649167734,98.20942701664532,0.13867520531412886,1.0,5.614861979149282,49.453567028045654,87.53,84.52,0.7388591768264771,0.5476408750534058,1.0,1.0,1.0,6.529628753662109,6.5138938426971436,86.025
97.06906209987196,98.29145326504481,0.13326395036373645,1.0,5.655993368010968,49.45130252838135,85.49,84.39,0.8286911266326904,0.517470878314972,1.0,1.0,1.0,6.53185772895813,6.514781713485718,84.94
96.78297055057618,98.04537451984635,0.15050212243779368,1.0,5.685792649164796,49.29279446601868,86.9,81.55,0.7895059490203857,0.6795034753799438,1.0,1.0,1.0,6.5105140209198,6.49165415763855,84.225
96.86699743918054,98.04537451984635,0.14268028985103176,1.0,5.711879699025303,49.469168186187744,87.23,82.77,0.7266569278717041,0.5615836206436158,1.0,1.0,1.0,6.527461767196655,6.504834175109863,85.0
97.25112035851473,98.39948783610755,0.12781475550195778,1.0,5.718905910849571,49.28045320510864,86.15,82.87,0.8782976448059082,0.5848750198364258,1.0,1.0,1.0,6.531613111495972,6.516203165054321,84.51
97.17909731113957,98.2514404609475,0.13444556984644998,1.0,5.756791710387915,49.474154233932495,86.4,80.57,0.8679025094985962,0.6725998678207398,1.0,1.0,1.0,6.516245365142822,6.495640277862549,83.485
97.25512163892445,98.37548015364916,0.12466951760149796,1.0,5.744630668312311,49.28625965118408,85.53,80.7,0.8976597053527832,0.690583268737793,1.0,1.0,1.0,6.520151376724243,6.468875885009766,83.11500000000001
97.3971670934699,98.4955185659411,0.12133438271326079,1.0,5.715024731587619,49.53470468521118,85.54,79.93,0.8613928548812866,0.7224031450271606,1.0,1.0,1.0,6.513676881790161,6.468184232711792,82.73500000000001
97.16309218950065,98.39948783610755,0.1292762424601254,1.0,5.693687388673425,49.972606897354126,87.15,80.59,0.7548223941802978,0.7151048700332642,1.0,1.0,1.0,6.514553785324097,6.408389091491699,83.87
97.45518565941101,98.42349551856594,0.1169997372649009,1.0,5.694139178842306,49.50119614601135,86.69,81.19,0.8769145034790039,0.6632112770080566,1.0,1.0,1.0,6.509893417358398,6.488163709640503,83.94
97.32914532650449,98.27744878361075,0.1261729953879736,1.0,5.697382041718811,49.4764506816864,85.35,74.0,0.9066466049194336,1.0635046150207519,1.0,1.0,1.0,6.516044616699219,6.5030677318573,79.675
97.25912291933419,98.43549935979513,0.12250761528440993,1.0,5.681109661702067,49.488510847091675,86.8,80.99,0.8489499862670898,0.707426780128479,1.0,1.0,1.0,6.517756223678589,6.479287624359131,83.895
97.45718629961587,98.48751600512163,0.1212750997456332,1.0,5.739018629305065,49.50273609161377,85.87,80.49,0.8899274478912353,0.6665040685653687,1.0,1.0,1.0,6.519521474838257,6.510389804840088,83.18
97.44518245838668,98.49951984635084,0.11938185185651926,1.0,5.74678255058825,49.446996450424194,86.48,79.12,0.8717022211074829,0.7770981042861939,1.0,1.0,1.0,6.517233848571777,6.52755331993103,82.80000000000001
97.53120998719591,98.6235595390525,0.11187261588175074,1.0,5.747859614901245,49.4558629989624,85.76,80.97,0.9566695193290711,0.6530469542503357,1.0,1.0,1.0,6.521555423736572,6.506900787353516,83.36500000000001
97.4731914212548,98.52552816901408,0.11590121926384454,1.0,5.746270843781531,49.48156929016113,85.09,78.31,1.0689931868553162,0.7478425273895264,1.0,1.0,1.0,6.542472839355469,6.497013568878174,81.7
97.4331786171575,98.62756081946223,0.11421933867485666,1.0,5.762531795073301,50.29542255401611,86.42,78.93,0.8753417636871338,0.6980596408843994,1.0,1.0,1.0,6.532412052154541,6.670551300048828,82.67500000000001
97.63524327784891,98.56153969270166,0.11058535772195699,1.0,5.756093570496887,49.49404788017273,86.76,78.43,0.8572203227996826,0.7830095359802246,1.0,1.0,1.0,6.529531240463257,6.499102592468262,82.595
97.52320742637644,98.50152048655569,0.11576035629275819,1.0,5.712246344424784,49.49126315116882,86.79,76.06,0.7744137527465821,0.8701255430221557,1.0,1.0,1.0,6.505711317062378,6.481231451034546,81.42500000000001
97.59723111395647,98.59755121638925,0.11195140353925097,1.0,5.7094715079292655,49.51443910598755,86.08,80.71,0.8668653929710388,0.6475165809631348,1.0,1.0,1.0,6.5085978507995605,6.463031053543091,83.395
97.75728233034572,98.63156209987196,0.10416100635437746,1.0,5.718767091166228,49.53075695037842,86.67,78.73,0.8809629296302796,0.7320588815689086,1.0,1.0,1.0,6.50604772567749,6.4697651863098145,82.7
97.78329065300896,98.6115556978233,0.10752253063147107,1.0,5.759029027540237,49.46587109565735,86.17,82.83,0.8797374123573303,0.5694314533233643,1.0,1.0,1.0,6.513997793197632,6.507962942123413,84.5
97.7932938540333,98.71558898847631,0.10181809166176829,1.0,5.766918279230595,49.47760057449341,86.27,78.7,0.9079011343955994,0.7396548126220703,1.0,1.0,1.0,6.544690132141113,6.516003847122192,82.485
97.60923495518566,98.60155249679897,0.11025679169673468,1.0,5.718221934046596,49.46453499794006,84.69,82.42,1.0555153205871581,0.5844842975616455,1.0,1.0,1.0,6.518478631973267,6.502537965774536,83.555
97.68125800256082,98.6115556978233,0.10806600597332901,1.0,5.706155300140381,49.47207713127136,85.35,76.8,0.9739967778205871,0.8840493556976319,1.0,1.0,1.0,6.52332329750061,6.5069544315338135,81.07499999999999
97.67725672215109,98.58354673495519,0.10930932160090087,1.0,5.729134961031377,49.555272817611694,87.28,78.47,0.8766154286384582,0.7246243789672852,1.0,1.0,1.0,6.527135372161865,6.457715272903442,82.875
97.94734314980793,98.75360115236876,0.09608551791646111,1.0,5.709808940533549,49.461562395095825,86.83,72.23,0.8810119548797607,1.1716021417617797,1.0,1.0,1.0,6.526355266571045,6.493977308273315,79.53
97.74327784891165,98.58554737516005,0.10528937561220457,1.0,5.739106036256999,49.46943259239197,86.13,81.13,1.0026537464141845,0.585660171508789,1.0,1.0,1.0,6.536368131637573,6.503841876983643,83.63
97.78929257362356,98.6355633802817,0.10586968938153471,1.0,5.7275713393464684,49.46020174026489,86.31,79.99,0.9075636475563049,0.6690582702636719,1.0,1.0,1.0,6.508896350860596,6.51943826675415,83.15
97.87331946222791,98.75560179257363,0.09706438934280229,1.0,5.693013700190932,49.2741014957428,86.84,76.52,0.8874503517150879,0.7918728652954101,1.0,1.0,1.0,6.533586740493774,6.502680778503418,81.68
98.095390524968,98.85363316261204,0.0902754749372964,1.0,5.683349495753646,49.302268743515015,85.57,76.93,1.0687313875198363,0.7453819416046142,1.0,1.0,1.0,6.5221076011657715,6.493294715881348,81.25
97.70326504481434,98.62956145966709,0.10949899155107565,1.0,5.6979005336761475,49.45812010765076,86.66,82.35,0.924169592666626,0.5352160472869874,1.0,1.0,1.0,6.522449731826782,6.508565425872803,84.505
97.81930217669654,98.66157170294494,0.1056921744239773,1.0,5.694757325109094,49.267123222351074,87.18,77.93,0.8254716674804687,0.7912450267791749,1.0,1.0,1.0,6.532020807266235,6.5021374225616455,82.555
97.86731754161332,98.72959346991037,0.09875521630468503,1.0,5.687107962090522,49.48367953300476,84.59,75.98,1.1082372226715087,0.794478960609436,1.0,1.0,1.0,6.518149375915527,6.498673677444458,80.285
99.08970870678617,99.4658290653009,0.04489926529258833,1.0,5.696129943244159,49.888676404953,87.99,78.93,0.8069908064842224,0.6947907548904418,1.0,1.0,1.0,6.522897243499756,6.49092435836792,83.46000000000001
99.54385403329066,99.57786491677336,0.029963105812039172,1.0,5.665401319041848,49.470991134643555,88.51,78.99,0.809578317451477,0.7062058435440064,1.0,1.0,1.0,6.639882802963257,6.603700637817383,83.75
99.58386683738796,99.73791613316261,0.023457312505697013,1.0,5.636946436017752,49.48759174346924,88.58,79.87,0.8006021499633789,0.6677219491958618,1.0,1.0,1.0,6.733050346374512,6.516947031021118,84.225
99.63788412291933,99.75192061459667,0.021540775456288103,1.0,5.607674054801464,49.461525201797485,88.68,81.01,0.8226579151153565,0.6365106662750244,1.0,1.0,1.0,6.543429613113403,6.5062267780303955,84.845
99.70390524967989,99.80993918053777,0.017937262422105874,1.0,5.582047869451344,49.45066046714783,89.01,80.76,0.7910903000831604,0.6506294052124023,1.0,1.0,1.0,6.512998819351196,6.5171380043029785,84.885
99.70190460947504,99.79993597951345,0.017232419715457324,1.0,5.55340778734535,49.47601938247681,89.41,80.95,0.7918695110321045,0.6512754564285278,1.0,1.0,1.0,6.524185419082642,6.497878313064575,85.18
99.78593149807938,99.84795134443021,0.015024450477618108,1.0,5.5269222180359066,49.48487567901611,89.2,80.8,0.8168835336685181,0.6596163877487182,1.0,1.0,1.0,6.514881372451782,6.500633478164673,85.0
99.76392445582586,99.83394686299616,0.014793300855709252,1.0,5.504033994860947,49.51622533798218,89.05,79.9,0.8270490105628967,0.7121214805603028,1.0,1.0,1.0,6.529098033905029,6.44964861869812,84.475
99.80393725992317,99.85595390524968,0.013750982154804674,1.0,5.478975973557681,49.54592251777649,89.01,81.34,0.8425894676208496,0.6601371046066284,1.0,1.0,1.0,6.6860432624816895,6.446108341217041,85.17500000000001
99.80393725992317,99.89396606914212,0.012876892240572525,1.0,5.450993395876139,49.52208709716797,88.94,81.54,0.8662993741035462,0.6520171939849854,1.0,1.0,1.0,6.522157192230225,6.49010157585144,85.24000000000001
99.8379481434059,99.86795774647888,0.011909670631726786,1.0,5.4266720353625715,49.483463287353516,88.83,82.17,0.8944003306388855,0.6282788627624512,1.0,1.0,1.0,7.073033809661865,6.544647216796875,85.5
99.80593790012804,99.86795774647888,0.012647799823180357,1.0,5.401062591467053,49.506099700927734,89.2,81.49,0.8564355005264283,0.6529135801315308,1.0,1.0,1.0,6.711930990219116,6.4883952140808105,85.345
99.84395006402049,99.8719590268886,0.011589594495395691,1.0,5.373412286862731,49.718233823776245,89.56,81.87,0.8476201820373536,0.6498612770080566,1.0,1.0,1.0,6.515643835067749,6.465360164642334,85.715
99.78593149807938,99.87596030729834,0.011969000683017027,1.0,5.347829969599843,49.51144337654114,89.41,82.45,0.8472138608932495,0.6197614389419556,1.0,1.0,1.0,6.522878646850586,6.4833760261535645,85.93
99.84795134443021,99.88196222791294,0.010418358584448562,1.0,5.323204235173762,49.690877199172974,89.16,83.23,0.8908668689727783,0.6075350170135498,1.0,1.0,1.0,6.525481462478638,6.481025218963623,86.195
99.82194302176697,99.85595390524968,0.011471820711402674,1.0,5.2956119906157255,49.47366523742676,89.02,83.17,0.9052819816589356,0.6022390352249145,1.0,1.0,1.0,6.5168986320495605,6.505167245864868,86.095
99.83994878361075,99.90997119078105,0.010261443337466133,1.0,5.269642408005893,49.28609538078308,89.34,82.7,0.8546751354217529,0.6228527746200562,1.0,1.0,1.0,6.525595664978027,6.501113176345825,86.02000000000001
99.83994878361075,99.89796734955186,0.010801586867447241,1.0,5.246568583417684,49.57647919654846,89.68,82.78,0.844579716682434,0.6145528661727905,1.0,1.0,1.0,6.5181756019592285,6.809354543685913,86.23
99.84595070422536,99.8899647887324,0.009870088970462735,1.0,5.225808747578412,49.484554052352905,89.54,83.25,0.8860706872940064,0.6095560970306396,1.0,1.0,1.0,6.5328755378723145,6.504080295562744,86.39500000000001
99.8779609475032,99.91197183098592,0.009142437885383027,1.0,5.203109433408827,49.47100806236267,89.41,83.4,0.8756490429878235,0.6050837303161621,1.0,1.0,1.0,6.520461797714233,6.501522779464722,86.405
99.86395646606914,99.89996798975672,0.009197928426398511,1.0,5.178251187317073,49.46311593055725,89.5,83.85,0.8732339125633239,0.5825984020233155,1.0,1.0,1.0,6.518710374832153,6.497657537460327,86.675
99.87996158770807,99.89796734955186,0.009125657899546105,1.0,5.155592210590839,49.307591915130615,89.53,83.25,0.8640436845779419,0.6140796327590943,1.0,1.0,1.0,6.532032489776611,6.49395751953125,86.39
99.85795454545455,99.91797375160051,0.009418993167550554,1.0,5.133513113949448,49.47441077232361,89.37,83.73,0.8757180299758911,0.5938636362075805,1.0,1.0,1.0,6.528608798980713,6.49261474609375,86.55000000000001
99.8899647887324,99.93597951344431,0.008708893909344448,1.0,5.1097668912261724,49.293471336364746,89.35,84.4,0.9168726322174072,0.563154631614685,1.0,1.0,1.0,6.524905204772949,6.465539932250977,86.875
99.86595710627401,99.91397247119077,0.008597193502853226,1.0,5.090486076194793,49.489469051361084,89.59,84.0,0.8916523780822754,0.5692542757034301,1.0,1.0,1.0,6.518879652023315,6.500622034072876,86.795
99.89996798975672,99.92797695262485,0.007335736818144172,1.0,5.068217649590224,49.483498096466064,89.6,83.63,0.8685910035133362,0.590030541229248,1.0,1.0,1.0,6.533899545669556,6.480575323104858,86.615
99.88396286811779,99.90997119078105,0.008123217052786054,1.0,5.048358997795731,49.89048480987549,89.37,83.38,0.9039383882522583,0.6132347227096557,1.0,1.0,1.0,6.5229339599609375,6.480590581893921,86.375
99.86795774647888,99.92797695262485,0.007577009575391396,1.0,5.026787921786308,49.471322536468506,89.03,84.38,0.931828946685791,0.5802946239471436,1.0,1.0,1.0,6.516883850097656,6.497039794921875,86.705
99.90396927016646,99.93397887323944,0.007432303034847127,1.0,5.0031396872363985,49.32503151893616,89.41,84.46,0.8937264186859131,0.5700765056610108,1.0,1.0,1.0,6.5229880809783936,6.452602386474609,86.935
99.90596991037133,99.9479833546735,0.007276466576604318,1.0,4.979010563343763,49.32541537284851,89.36,84.64,0.9018744152069091,0.5726012475967407,1.0,1.0,1.0,6.519437313079834,6.455941915512085,87.0
