train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_features.4,valid_s_private_features.5,valid_s_private_features.6,valid_time_private,valid_time_public,valid_total_acc,wm_acc_private,wm_acc_public,wm_loss_private,wm_loss_public,wm_s_private_features.4,wm_s_private_features.5,wm_s_private_features.6,wm_time_private,wm_time_public,wm_total_acc
33.123811349368125,36.25305518053863,3.832655280256088,1.0,44.209035956766456,58.115511417388916,38.85,51.74,1.7071554071426391,1.4543439977645873,1.0,1.0,1.0,6.49130392074585,7.0435285568237305,45.295,11.0,21.0,2.315067949295044,2.5438992512226104,1.0,1.0,1.0,0.23038434982299805,0.16594529151916504,16.0
51.716912568760286,54.665734880865,2.5942772080437324,1.0,1.5356528081465513,54.29363250732422,42.55,58.16,1.7378696840286254,1.2985820055007935,1.0,1.0,1.0,6.502496242523193,6.487427234649658,50.355,18.0,33.0,2.1814443278312683,1.8079753041267395,1.0,1.0,1.0,0.21143436431884766,0.07878971099853516,25.5
62.6333750042201,65.13599399171017,2.049331052660484,1.0,1.4897634057560936,54.53516387939453,50.11,65.07,1.610617281150818,1.2827985000610351,1.0,1.0,1.0,6.526344060897827,6.4048755168914795,57.589999999999996,20.0,52.0,2.1090922021865843,1.2961177253723144,1.0,1.0,1.0,0.19647574424743652,0.07579588890075684,36.0
68.34089832574548,71.09959957694275,1.7286271612409134,1.0,1.633207997540012,54.32221078872681,42.89,71.44,1.7469827335357666,0.9505256882667541,1.0,1.0,1.0,6.935823917388916,8.43392276763916,57.165,22.0,72.0,2.147138819694519,0.9069897723197937,1.0,1.0,1.0,0.23038434982299805,0.10372257232666016,47.0
72.47895033930389,75.08245047594917,1.508213491201706,1.0,1.8223010578658432,55.7880220413208,57.88,72.95,1.4756918544769286,1.0179161816596984,1.0,1.0,1.0,6.937175989151001,6.94120454788208,65.415,29.0,81.0,2.0616294813156126,0.5789408493041992,1.0,1.0,1.0,0.22941899299621582,0.10023903846740723,55.0
75.32689235946128,77.69953061249132,1.356344473499342,1.0,2.0204243732150644,55.30841898918152,59.28,74.35,1.3290240085601808,0.9677002675056458,1.0,1.0,1.0,7.1017537117004395,6.985846996307373,66.815,34.0,87.0,1.9295366239547729,0.39054788947105407,1.0,1.0,1.0,0.24138641357421875,0.11272144317626953,60.5
77.45702871500912,79.73654600233793,1.240060376220415,1.0,2.1886473670601845,55.484426975250244,62.02,71.81,1.308505267906189,1.0845333896636964,1.0,1.0,1.0,7.5190513134002686,7.008755207061768,66.915,31.0,81.0,1.9149672317504882,0.45508044838905337,1.0,1.0,1.0,0.2204427719116211,0.10772824287414551,56.0
79.12932134865189,81.36809805504949,1.1451102073916095,1.0,2.36488652927801,55.02269005775452,69.26,73.84,1.1402534072875976,1.0711087965011596,1.0,1.0,1.0,6.939009428024292,6.428771257400513,71.55000000000001,49.0,88.0,1.754762134552002,0.3215686368942261,1.0,1.0,1.0,0.25144195556640625,0.10671377182006836,68.5
80.39615103590961,82.62134735654472,1.0705953191550837,1.0,2.541156987659633,56.26424765586853,70.76,79.31,1.0902856170654296,0.7445740448951721,1.0,1.0,1.0,6.535237073898315,6.3803870677948,75.035,49.0,92.0,1.7253056979179382,0.23030532598495485,1.0,1.0,1.0,0.19747185707092285,0.08879518508911133,70.5
81.87444173541783,83.91727650699787,0.9909807756142488,1.0,2.706464786315337,54.05870795249939,74.66,78.28,0.947125768661499,0.830972226524353,1.0,1.0,1.0,6.7054526805877686,6.468771696090698,76.47,52.0,95.0,1.5949779176712036,0.19742918968200684,1.0,1.0,1.0,0.21146631240844727,0.09773826599121094,73.5
82.6291073690456,84.78252309293661,0.9396269918632874,1.0,2.8598857887554914,54.010746479034424,69.49,79.05,1.0078723110198975,0.7440139478683472,1.0,1.0,1.0,7.9218525886535645,6.4928882122039795,74.27,40.0,96.0,1.6663782274723054,0.15811456680297853,1.0,1.0,1.0,0.223402738571167,0.09175419807434082,68.0
83.64567459438582,86.13665267416823,0.8775709518320887,1.0,3.0302569693885744,54.41770911216736,70.14,81.83,0.9265282422065735,0.663378850698471,1.0,1.0,1.0,6.519877910614014,6.69286036491394,75.985,58.0,95.0,1.3578925096988679,0.15706956624984741,1.0,1.0,1.0,0.1795203685760498,0.08380746841430664,76.5
84.61568171541455,86.89907828122186,0.8245500528400289,1.0,3.1633194317109883,54.24942970275879,73.74,81.36,0.8001335576057435,0.6914760046005249,1.0,1.0,1.0,6.690398454666138,7.751173257827759,77.55,54.0,97.0,1.4202425539493562,0.11297621965408325,1.0,1.0,1.0,0.17749357223510742,0.08979392051696777,75.5
85.71954972856939,87.45974251799639,0.7809740949837102,1.0,3.27019027993083,56.37530255317688,75.3,82.52,0.8147899983406067,0.6234451296329498,1.0,1.0,1.0,6.742434740066528,6.624536037445068,78.91,58.0,94.0,1.3278785133361817,0.14998603105545044,1.0,1.0,1.0,0.2074437141418457,0.12865805625915527,76.0
86.04935206219115,88.23574810540936,0.7446354570561273,1.0,3.401626566424966,54.9781699180603,79.93,80.61,0.6632046796798706,0.6829621321678162,1.0,1.0,1.0,6.924145936965942,6.442507743835449,80.27000000000001,84.0,97.0,0.9399581670761108,0.13507198333740233,1.0,1.0,1.0,0.17456769943237305,0.08078193664550781,90.5
86.80207751441398,88.82939258336106,0.7078666366856169,1.0,3.5408006152138114,54.08745741844177,80.1,82.24,0.6267796754837036,0.6470271493911743,1.0,1.0,1.0,6.518822431564331,6.470419406890869,81.16999999999999,83.0,94.0,0.7822567343711853,0.16209323644638063,1.0,1.0,1.0,0.1795635223388672,0.08676600456237793,88.5
87.384081929655,89.4773574418814,0.6718017785558322,1.0,3.666664536576718,54.045031785964966,76.82,83.37,0.6695265565872193,0.5968599074363709,1.0,1.0,1.0,6.518704891204834,6.480468511581421,80.095,76.0,97.0,0.8888479101657868,0.09708710432052613,1.0,1.0,1.0,0.1735377311706543,0.08277678489685059,86.5
87.81864501327925,89.99146146688815,0.6368654154326944,1.0,3.768250910099596,54.084643602371216,77.33,83.94,0.6775512042999268,0.5849215660095215,1.0,1.0,1.0,6.5181028842926025,6.479087829589844,80.63499999999999,73.0,97.0,0.9219106018543244,0.10304307460784912,1.0,1.0,1.0,0.17157268524169922,0.0907585620880127,85.0
88.40064928198899,90.43766478906062,0.6112779868664112,1.0,3.8828038298524916,54.15497159957886,81.33,83.3,0.5467988904953003,0.6573678316116333,1.0,1.0,1.0,6.9399094581604,6.864563941955566,82.315,89.0,97.0,0.5958067893981933,0.08979602813720704,1.0,1.0,1.0,0.23636937141418457,0.11070442199707031,93.0
88.9477334895604,91.08368972016358,0.5719597317879392,1.0,4.030176421161741,55.64877367019653,79.8,84.67,0.6186561641693116,0.5858185334205628,1.0,1.0,1.0,6.469147682189941,7.02898645401001,82.235,82.0,92.0,0.6760385107994079,0.2111240553855896,1.0,1.0,1.0,0.1715404987335205,0.08776688575744629,87.0
89.39005682013557,91.52213312752268,0.5481774159224176,1.0,4.113688091747463,54.08506178855896,81.62,84.07,0.5598252651214599,0.6056190755844116,1.0,1.0,1.0,6.530279636383057,6.474711179733276,82.845,82.0,93.0,0.7060887920856476,0.17012242555618287,1.0,1.0,1.0,0.1735372543334961,0.08377408981323242,87.5
89.47347746005285,91.66375426659968,0.536430856844985,1.0,4.197349417489022,54.057408571243286,80.23,83.68,0.6155468133687974,0.6216172724723816,1.0,1.0,1.0,6.492804527282715,6.900940418243408,81.95500000000001,86.0,95.0,0.5356454563140869,0.1333635175228119,1.0,1.0,1.0,0.1795194149017334,0.09474802017211914,90.5
90.29216364861756,92.13711795977838,0.49940723571902507,1.0,4.304841564502567,54.05076193809509,82.75,84.13,0.5189177354335784,0.6291257720947265,1.0,1.0,1.0,6.52063512802124,6.301295280456543,83.44,88.0,99.0,0.4029245746135712,0.049152519702911374,1.0,1.0,1.0,0.1904911994934082,0.08676743507385254,93.5
90.41244450177182,92.7230025033792,0.4809257686805939,1.0,4.414539043325931,54.3090136051178,81.37,85.34,0.5604710608482361,0.5210882487297058,1.0,1.0,1.0,6.890000581741333,6.885651111602783,83.355,92.0,98.0,0.3893179786205292,0.08358149528503418,1.0,1.0,1.0,0.1905062198638916,0.09574413299560547,95.0
90.90326840135718,93.07026525832016,0.45668783800130314,1.0,4.533531941939145,54.96877431869507,84.25,84.09,0.479882995557785,0.5769164559364319,1.0,1.0,1.0,6.938860893249512,6.981443166732788,84.17,95.0,99.0,0.2682733225822449,0.048012721538543704,1.0,1.0,1.0,0.18450665473937988,0.10172557830810547,97.0
91.12055011900684,93.35932755317639,0.4442185340365741,1.0,4.6329097263515,55.09576654434204,83.91,85.39,0.47464616508483887,0.5304524028778076,1.0,1.0,1.0,6.921778440475464,6.82524037361145,84.65,97.0,99.0,0.16128178119659423,0.07412969350814819,1.0,1.0,1.0,0.22140789031982422,0.10124015808105469,98.0
91.60749382185112,93.76673072492572,0.4206688585911762,1.0,4.713627462275326,55.095513343811035,85.58,85.23,0.45106997809410093,0.5326939263343811,1.0,1.0,1.0,6.92520809173584,7.011957168579102,85.405,95.0,96.0,0.27099894762039184,0.12561776638031005,1.0,1.0,1.0,0.20844173431396484,0.09973430633544922,95.5
91.84999574863957,93.7318104488749,0.41043783116623017,1.0,4.811750918161124,55.24288201332092,83.39,83.99,0.532864085483551,0.5851323401451111,1.0,1.0,1.0,6.903542995452881,6.888901948928833,83.69,97.0,100.0,0.11993906259536743,0.058333878517150876,1.0,1.0,1.0,0.1904911994934082,0.1326444149017334,98.5
92.20307845190149,94.11787350077024,0.3875107758233703,1.0,4.882484368979931,55.122183084487915,84.64,85.26,0.5058142876625061,0.5546535496711731,1.0,1.0,1.0,6.931466817855835,7.038443088531494,84.95,99.0,99.0,0.10214451789855956,0.08031131744384766,1.0,1.0,1.0,0.195479154586792,0.10372233390808105,99.0
