,valid_loss,valid_acc,valid_time,epoch,train_loss,train_acc,train_time
0,17.704515553727934,0.10433148734177215,12.886999607086182,0,,,
1,1.387192899667764,0.5087025316455697,9.00478482246399,1,2.0211409985179634,0.3543333866837388,-27.550034523010254
2,1.1646063878566404,0.5992879746835443,9.061405420303345,2,1.2469250697943068,0.5615997119078106,-26.896833658218384
3,1.069944043702717,0.6365704113924051,9.03128981590271,3,1.0486632290173432,0.6328024967989757,-26.742960453033447
4,0.9800871927526933,0.6644580696202531,9.044150352478027,4,0.9403313335016962,0.6737756081946222,-26.746485948562622
5,0.9942032136494601,0.6659414556962026,9.068979024887085,5,0.8731785497500557,0.696562900128041,-26.728814601898193
6,0.9241134041472326,0.6899723101265823,9.065804243087769,6,0.821999969998334,0.714048495518566,-26.73265314102173
7,0.8880302423163305,0.7006526898734177,9.223860263824463,7,0.7876760481490673,0.7277928937259923,-26.74389147758484
8,0.8353195446956007,0.721815664556962,8.99062991142273,8,0.754283611585175,0.7377160691421255,-27.00309681892395
9,0.8680456854120085,0.7141020569620253,9.034026861190796,9,0.7276236280207444,0.7487395966709347,-26.74342441558838
10,0.8373109683205809,0.7196400316455697,9.049330234527588,10,0.7043543256122843,0.7562620038412292,-26.729125499725342
11,0.7950662336772001,0.7291337025316456,9.060540676116943,11,0.6858684339688164,0.7629641485275288,-26.752760410308838
12,0.7939233470566666,0.7305181962025317,9.017211437225342,12,0.6661064975087683,0.7709667093469911,-26.760387182235718
13,0.810206924058214,0.729628164556962,9.044265985488892,13,0.6558880571290259,0.7724671895006402,-26.745464324951172
14,0.8111677901654304,0.7287381329113924,9.021478652954102,14,0.6448419616866509,0.7754881562099872,-27.15847873687744
15,0.810862993892235,0.7319026898734177,9.042908668518066,15,0.6362062514438824,0.7801296414852753,-26.741429328918457
16,0.7779944546615021,0.7415941455696202,9.073251247406006,16,0.626388113225468,0.7815500960307298,-26.739500999450684
17,0.7506852432896819,0.7520767405063291,9.066773653030396,17,0.6179677998401444,0.7843109795134443,-26.907256364822388
18,0.7874751792678351,0.736748417721519,9.042983770370483,18,0.6166682841683166,0.7866117157490397,-26.729461669921875
19,0.7708323394195943,0.7436708860759493,9.042075395584106,19,0.6092854133030822,0.789672695262484,-26.75064444541931
20,0.7893516240240652,0.7394185126582279,9.042017221450806,20,0.603771799810412,0.7903929257362355,-26.739939212799072
21,0.7903961388370658,0.7415941455696202,9.048570394515991,21,0.6002571730851822,0.7904729513444302,-26.955806732177734
22,0.7632148854340179,0.7450553797468354,9.01459264755249,22,0.60378866201021,0.7899727912932138,-26.955564260482788
23,0.7635317603244057,0.7458465189873418,9.011344194412231,23,0.6040355003750126,0.790192861715749,-26.762299060821533
24,0.7795958669879769,0.7422863924050633,9.028228521347046,24,0.6006094374897843,0.7898127400768246,-26.756673097610474
25,0.7821935649159588,0.7394185126582279,9.034454584121704,25,0.6004522749617525,0.789612676056338,-26.743272066116333
26,0.8005931158609028,0.7380340189873418,9.03324294090271,26,0.5964513978564328,0.7934338988476313,-26.953890085220337
27,0.748482108870639,0.7520767405063291,9.047175168991089,27,0.5952896120911524,0.791933418693982,-26.743545532226562
28,0.776691734790802,0.7447587025316456,9.036221265792847,28,0.5980058821841178,0.7922535211267606,-26.753246068954468
29,0.7638777864130237,0.7484177215189873,9.034124374389648,29,0.5984862546380443,0.7928937259923176,-26.760886907577515
30,0.7601498885999752,0.7485166139240507,9.048526287078857,30,0.5974419042563469,0.791413252240717,-26.733540534973145
31,0.75221489351007,0.7494066455696202,9.05121397972107,31,0.5968996704235272,0.792753681177977,-26.739789962768555
32,0.7314936096155191,0.7563291139240507,9.222456216812134,32,0.5984686117013499,0.7914932778489117,-26.7371985912323
33,0.7939310413372668,0.7373417721518988,9.039385795593262,33,0.5979099499965599,0.7914932778489117,-26.762194633483887
