train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_features.4,valid_s_private_features.5,valid_s_private_features.6,valid_time_private,valid_time_public,valid_total_acc,wm_acc_private,wm_acc_public,wm_loss_private,wm_loss_public,wm_s_private_features.4,wm_s_private_features.5,wm_s_private_features.6,wm_time_private,wm_time_public,wm_total_acc
21.489543034996785,30.94129480320421,4.50403618629397,1.0,214.2125244140625,46.64512085914612,28.77,10.22,2.1661499408721925,2.5626812202453615,1.0,1.0,1.0,15.348442792892456,15.982898473739624,19.495,13.0,12.0,3.4729503417015075,2.6608022952079775,1.0,1.0,1.0,0.3144521713256836,0.22306323051452637,12.5
36.42571643922149,46.85911562745,3.1623065083951865,1.0,36.31944279372692,42.68680167198181,34.68,30.09,3.4007209014892577,2.2687757415771483,1.0,1.0,1.0,15.765658855438232,15.647090435028076,32.385,10.0,17.0,4.9911665749549865,3.0084215199947355,1.0,1.0,1.0,0.27591395378112793,0.12450575828552246,13.5
45.8988083364411,57.46711602986393,2.6760136981932363,1.0,29.154152523726225,41.14124417304993,40.35,38.26,3.024703176498413,1.9561607385635376,1.0,1.0,1.0,15.253112316131592,15.079024076461792,39.305,20.0,19.0,4.290820262432098,3.0109195733070373,1.0,1.0,1.0,0.2912580966949463,0.1426863670349121,19.5
52.85764127137872,64.73635090084295,2.310966953120067,1.0,28.392795741558075,41.49016761779785,47.42,44.93,2.214698557090759,1.731575741004944,1.0,1.0,1.0,15.048179149627686,15.71430253982544,46.175,21.0,15.0,3.0048486067634075,3.5753194534778596,1.0,1.0,1.0,0.36247801780700684,0.12669157981872559,18.0
58.45264355199132,70.00543106899677,2.0304665603649905,1.0,29.67647685855627,40.70642924308777,46.64,27.28,2.7476783195495607,2.845555097198486,1.0,1.0,1.0,15.043946266174316,14.859444618225098,36.96,32.0,17.0,3.4853188334405423,4.5732270589470865,1.0,1.0,1.0,0.3052096366882324,0.14376401901245117,24.5
62.8021562993908,73.67787954352424,1.8163817489040341,1.0,31.016534358263016,40.75481367111206,54.72,30.66,2.157171439743042,2.465973791885376,1.0,1.0,1.0,15.493683815002441,15.29588270187378,42.69,43.0,20.0,2.5862583028152586,3.5079750239849092,1.0,1.0,1.0,0.3204491138458252,0.1555330753326416,31.5
65.96632015995118,76.43076080244116,1.6618958777257942,1.0,35.46325646340847,41.93397498130798,61.93,24.88,1.9944680889129638,2.655222399520874,1.0,1.0,1.0,15.120348453521729,15.0466148853302,43.405,50.0,10.0,2.4069526853988648,3.5536501634120943,1.0,1.0,1.0,0.3154299259185791,0.1366748809814453,30.0
68.36223857747761,78.23885460730246,1.5361189971965346,1.0,35.367888662964106,41.6685996055603,62.96,37.31,1.5546178184509278,1.9104024333953857,1.0,1.0,1.0,15.040105104446411,15.261735916137695,50.135000000000005,56.0,24.0,1.740451446226798,2.6837033343315126,1.0,1.0,1.0,0.2724893093109131,0.13407206535339355,40.0
70.72517667079246,79.8141467623155,1.4248238353204177,1.0,36.038490638136864,41.24113392829895,55.96,37.37,2.1450368354797362,1.9488348564147948,1.0,1.0,1.0,15.135112285614014,14.974915742874146,46.665,45.0,24.0,2.215273593701422,2.968685553073883,1.0,1.0,1.0,0.2929866313934326,0.1310288906097412,34.5
72.22868834140206,81.41465830589226,1.3290760048525587,1.0,37.91294005513191,41.220046043395996,66.1,37.86,1.388629385280609,2.0285308044433594,1.0,1.0,1.0,14.897273540496826,14.947229385375977,51.98,60.0,25.0,1.5919929944071918,3.0868037617206574,1.0,1.0,1.0,0.27720165252685547,0.12894773483276367,42.5
