train_acc_private,train_acc_public,train_loss,train_sign_acc,train_sign_loss,train_time,valid_acc_private,valid_acc_public,valid_loss_private,valid_loss_public,valid_s_private_features.4,valid_s_private_features.5,valid_s_private_features.6,valid_time_private,valid_time_public,valid_total_acc
32.6964628681178,34.65108834827144,3.7884862181777077,1.0,36.60656413435936,34.46407127380371,41.79,36.34,1.5986382289886474,1.9069411315917968,1.0,1.0,1.0,14.144122123718262,13.275651931762695,39.065
47.96334827144686,51.29641485275288,2.762431307119841,1.0,4.368870198260993,36.400683879852295,49.78,53.25,1.398883313560486,1.5447908012390137,1.0,1.0,1.0,13.322559833526611,13.22544550895691,51.515
56.942221510883485,61.7097471190781,2.273757741332207,1.0,3.9850201532244682,35.34095120429993,59.95,61.77,1.107944401359558,1.3921911451339721,1.0,1.0,1.0,18.553114414215088,16.680760860443115,60.86
64.31057938540333,68.70598591549296,1.901477997647968,1.0,4.141593952663243,63.93024730682373,67.47,68.29,0.9795357647895813,1.0274765488624573,1.0,1.0,1.0,19.813510179519653,19.800015926361084,67.88
69.27016645326505,73.1354033290653,1.6474327717486783,1.0,4.47406515525654,62.3233962059021,69.38,71.09,0.8803698945045472,0.96950834274292,1.0,1.0,1.0,16.54096269607544,16.881606340408325,70.235
72.16109154929578,75.81626120358514,1.4891717865128218,1.0,4.89948328351602,52.71629238128662,74.2,73.3,0.7721756386756897,0.9184807697296142,1.0,1.0,1.0,17.62310481071472,16.80269145965576,73.75
74.65989116517285,78.2350352112676,1.3596440845964508,1.0,5.2616249760612845,50.83262014389038,73.05,74.74,0.7974992701530457,0.8303156184196472,1.0,1.0,1.0,16.44962978363037,15.76715087890625,73.895
76.39644686299616,80.16165172855314,1.254016345808051,1.0,5.629357000347227,53.33925700187683,74.64,76.83,0.7347206380844116,0.7430880442619324,1.0,1.0,1.0,16.24659252166748,16.80226421356201,75.735
78.2470390524968,81.592109475032,1.1709894614244087,1.0,6.071786070242524,54.160298109054565,76.21,76.41,0.707046513748169,0.8011097584724426,1.0,1.0,1.0,16.41167974472046,15.913734197616577,76.31
79.41941421254802,82.69246158770807,1.095147834544603,1.0,6.388191035017371,53.83620572090149,78.22,80.09,0.6775323657989502,0.6541578031539917,1.0,1.0,1.0,17.08427882194519,16.42171287536621,79.155
80.58978873239437,83.89484635083227,1.0245453377234035,1.0,6.720287089236081,51.983686447143555,78.06,76.93,0.665795413017273,0.761284771156311,1.0,1.0,1.0,16.38105273246765,15.598326683044434,77.495
81.6621318822023,84.75912291933419,0.9764033886061435,1.0,6.956748578697443,51.306244134902954,77.63,79.11,0.7231249587059021,0.7190824048995972,1.0,1.0,1.0,17.513869047164917,16.655065774917603,78.37
